"Protein ID","p2d1","p2d2","p2d3","p2d4","p2d5","p2d6","p2d7","p2d8"
"sp|P05062|ALDOB_HUMAN",0,0,0,0,0,0.000123251,0,0
"sp|P09228|CYTT_HUMAN",0,0,0,0,0,0,0,0
"sp|P09493|TPM1_HUMAN",0,0,0,0,0.000090476,"4.70174E-05",0,0
"sp|P11216|PYGB_HUMAN",0,0,"5.37069E-05",0,0,0,0,"2.28129E-05"
"sp|P12235|ADT1_HUMAN",0,0.000326598,0.000227284,0,0,0,0,0
"sp|P13646|K1C13_HUMAN",0,0,0,0,0,"8.11186E-05",0,0
"sp|P30086|PEBP1_HUMAN",0,0,0,0,0,0.000311317,0,0
"sp|Q13162|PRDX4_HUMAN",0,0,0,0,0,0,0,0
"sp|Q4G0P3|HYDIN_HUMAN",0,"6.2613E-06",0,0,0,"2.58968E-06",0,0
"sp|Q5NDL2|EOGT_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8WVV4|POF1B_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96NL0|RUN3B_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BYJ9|YTHD1_HUMAN",0,0,0,0,0,0,0,"3.64984E-05"
"sp|Q9H082|RB33B_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9HC10|OTOF_HUMAN","1.19522E-05","1.62356E-05",0,0,"1.87988E-05",0,"1.72267E-05","1.02773E-05"
"sp|Q9Y2T3|GUAD_HUMAN",0,0,"4.98623E-05",0,0,0,0,0
"tr|A0A096LP79|A0A096LP79_HUMAN",0,0,0,0,0.000397373,0,0.000266179,0
"tr|A2J1N4|A2J1N4_HUMAN",0,0,0,0,0,0,0,0
"tr|Q86W19|Q86W19_HUMAN",0.000283416,0.0003849,0.000269494,0,0,0.000225044,0,0
"sp|O15551|CLD3_HUMAN",0,0,0,0,0,0.000229569,0,0
"sp|O75592|MYCB2_HUMAN",0,0,0,0,"4.06148E-06",0,0,0
"sp|O75882|ATRN_HUMAN",0,0,0,0,0.000026271,0,"1.06606E-05",0
"sp|P01766|HV305_HUMAN",0,0,0,0,0,0.000309602,0,0
"sp|P02647|APOA1_HUMAN",0,0,0,0,0,0,"5.70561E-05",0
"sp|P05023|AT1A1_HUMAN",0,0,0,0,0,0,0,0
"sp|P05976|MYL1_HUMAN",0,0.000165279,0,0,0,0,0,0
"sp|P13805|TNNT1_HUMAN",0,0,0,0,0,0,0,0
"sp|P13929|ENOB_HUMAN","5.49967E-05","7.47063E-05",0,0,0,0,0,0
"sp|P19835|CEL_HUMAN",0,0,0,0,0,"8.84227E-05",0,0
"sp|P21796|VDAC1_HUMAN",0,0,0,0,0,0,0,"6.79551E-05"
"sp|P27658|CO8A1_HUMAN",0,0,0,0,0,0,0,0
"sp|P31415|CASQ1_HUMAN",0,0,0,0,0,0,0,0
"sp|P48230|T4S4_HUMAN",0,0,0,0,0,"9.03396E-05",0,0
"sp|P62241|RS8_HUMAN",0,0,0,0,0,0,0,0
"sp|P81605|DCD_HUMAN",0,0,0,0,0,0,0,0.000354766
"sp|Q13232|NDK3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q3C1V9|YK041_HUMAN",0,"4.21533E-05","6.77544E-05",0,0,"4.19367E-05",0,0
"sp|Q5FWE3|PRRT3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5VT06|CE350_HUMAN",0,0,0,0,0,0,0,0
"sp|Q695T7|S6A19_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6ZMR3|LDH6A_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8WXQ8|CBPA5_HUMAN",0,0,0.000122183,0,0,0.000061252,0,0
"sp|Q8WZ64|ARAP2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BS40|LXN_HUMAN",0,0,0,0.000348279,0,0,0,0
"sp|Q9BV40|VAMP8_HUMAN",0,0,0,0,0,0,0.00015234,0
"sp|Q9NZQ0|DJC27_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9UPX8|SHAN2_HUMAN",0,0,0,0,0,0,0,0
"tr|A0A024RCF2|A0A024RCF2_HUMAN",0,0,0,0,0,0,0,0
"tr|A2J1N6|A2J1N6_HUMAN",0,0,0,0,0,0.000390115,0,0
"tr|C9JLM9|C9JLM9_HUMAN",0.000223601,0,0,0,"9.28338E-05",0,0,0.000201608
"tr|I6PEB8|I6PEB8_HUMAN",0,0.000321015,0.000222335,0.000576714,0,0,0.000337336,0
"tr|Q4G118|Q4G118_HUMAN",0,0,0,0,0,0,0.000163079,0
"tr|Q5QTR6|Q5QTR6_HUMAN",0.000238576,0,0,0,0,0,"8.01789E-05",0.000205391
"tr|Q9UL94|Q9UL94_HUMAN",0,0,0,0,0,0.000158855,0.000129621,0
"sp|A4D1S5|RAB19_HUMAN",0,0,0,0,0,0,0,0
"sp|O00330|ODPX_HUMAN",0.000042959,0,0,0,0,0,0,0
"sp|O43353|RIPK2_HUMAN","8.47111E-05",0,0,0,0,0,"2.85647E-05",0
"sp|O60271|JIP4_HUMAN",0,0,0,0,0,0,"1.15322E-05",0
"sp|O76083|PDE9A_HUMAN",0,0,0,0,0,0,0,0
"sp|P01609|KV117_HUMAN",0,0,0,0,0.000174493,0.000246432,0.000141055,0
"sp|P01700|LV102_HUMAN",0,0,0,0,0,0.000118408,0,0
"sp|P01721|LV601_HUMAN",0,0,0,0,0,0,0,0
"sp|P01762|HV301_HUMAN",0,0,0,0,0,0.000154948,0,0
"sp|P04920|B3A2_HUMAN",0,0,0,0,0,0,0,0
"sp|P06239|LCK_HUMAN",0,0,"4.41175E-05",0,0,0,0,0
"sp|P11233|RALA_HUMAN",0,0,0,0,0,"8.85854E-05","7.39514E-05",0
"sp|P12532|KCRU_HUMAN",0,0,0,0,0,0,0,0
"sp|P12883|MYH7_HUMAN",0,0,0,0,"1.94011E-05",0,0,0
"sp|P16615|AT2A2_HUMAN",0,0,0,0,0,"2.56294E-05",0,"3.92768E-05"
"sp|P31151|S10A7_HUMAN",0,0,0,0,0,0,0,0.000608418
"sp|P49754|VPS41_HUMAN",0,0,0,0,0,0.000015529,0,0
"sp|P52179|MYOM1_HUMAN",0,0,0,0,0,0,0,0
"sp|P55198|AF17_HUMAN",0,0,0,0,0,0,0,0
"sp|P78527|PRKDC_HUMAN",0,0,0,0,0,0,0,0
"sp|Q00325|MPCP_HUMAN",0,"8.85749E-05",0.000124567,0,0,0,0,"5.31251E-05"
"sp|Q15173|2A5B_HUMAN",0,0,0,0,0.000112853,"2.68671E-05",0,0
"sp|Q15811|ITSN1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q3SY84|K2C71_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6ZN28|MACC1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6ZNL6|FGD5_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8N4C9|CQ078_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8NEY8|PPHLN_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8WYK0|ACO12_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BZ81|MAGB5_HUMAN",0,0,0,0,0,"4.82245E-05",0,0
"sp|Q9GZN4|BSSP4_HUMAN",0,0.000101149,0,0,"5.94487E-05",0,0.000216002,0
"sp|Q9NP90|RAB9B_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9P2B2|FPRP_HUMAN",0,0,"5.91213E-05","4.34391E-05",0,0,0,0
"sp|Q9UBJ2|ABCD2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9UM01|YLAT1_HUMAN",0,"6.34492E-05",0,0,0,0,0,0
"sp|Q9Y365|PCTL_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9Y5I2|PCDAA_HUMAN",0,0,0,0,0,0,0,0
"tr|A0A068LKS1|A0A068LKS1_HUMAN",0,0,0,0,0,0.000114325,0,0
"tr|A0A087WW89|A0A087WW89_HUMAN",0,0,0,0,0.000185108,0.000263512,0,0
"tr|A0A087WWF0|A0A087WWF0_HUMAN",0,0,0,0,0.000593872,0,0.000408786,0
"tr|A2J1N5|A2J1N5_HUMAN",0,0,0,0,0,0,0,0
"tr|A2N0T3|A2N0T3_HUMAN",0,0,0,0,0,0,0,0
"tr|B2R6D4|B2R6D4_HUMAN",0,0,0.00021125,0,0,0,0,0
"tr|B4DSC8|B4DSC8_HUMAN",0,0,0,0,0,"1.86754E-05",0,0
"tr|B7ZKQ8|B7ZKQ8_HUMAN",0,0,0,0,0,0,0,0
"tr|D7RXV9|D7RXV9_HUMAN",0,0,0,0,0.000243594,0,0,0
"tr|F8WE17|F8WE17_HUMAN",0,0,0,0,0.000220831,"7.85466E-05","9.07349E-05",0
"tr|Q5KU20|Q5KU20_HUMAN",0,0,0,0,"8.18941E-05",0,0,0
"tr|Q7Z3Y6|Q7Z3Y6_HUMAN",0,0,0,0,0,0,0,0
"tr|Q8TE24|Q8TE24_HUMAN",0,0,0,0,0,0.000010524,0,0
"tr|Q96JD1|Q96JD1_HUMAN",0,0,0,0,0,0.000237631,0.00027374,0
"tr|Q9NP29|Q9NP29_HUMAN",0,0,0,0,0,0,0,0
"tr|S6B294|S6B294_HUMAN",0,0,0,0,0,0,0.000268301,0
"tr|S6B2B6|S6B2B6_HUMAN",0,0,0,0,0,0,0,0
"sp|A6H8Y1|BDP1_HUMAN",0,"1.23561E-05",0,0,0,0,0,0
"sp|O00233|PSMD9_HUMAN",0,0,0,0,0,0,0,0
"sp|O15484|CAN5_HUMAN",0,0,0,0,0,0,0,0
"sp|O60303|K0556_HUMAN","1.47138E-05",0,0,0,0,0,0,"1.26847E-05"
"sp|O75063|XYLK_HUMAN",0,0,0,0,0,0,0,0
"sp|O75973|C1QRF_HUMAN",0,0,0,0,0,0,0,0
"sp|O94759|TRPM2_HUMAN",0,0,0,0,0,0,0,0
"sp|O95789|ZMYM6_HUMAN",0,0,0,0,0,0,0,0
"sp|P00747|PLMN_HUMAN",0,0,0,0,0,"1.63725E-05",0,0
"sp|P01601|KV109_HUMAN",0,0,0,0,0,0.000270099,0.000131837,0
"sp|P01608|KV116_HUMAN",0,0,0,0,0,0,0,0.000368103
"sp|P01617|KV204_HUMAN",0,0,0,0,0.000225061,0,0,0
"sp|P01711|LV208_HUMAN",0,0,0,0,0,0,0,0
"sp|P02675|FIBB_HUMAN",0,0,0.000137944,0,0,0,0,0
"sp|P04004|VTNC_HUMAN",0,0,0.000141316,0,0,0,0,0
"sp|P04083|ANXA1_HUMAN",0,0,0,0,0,0,0,0
"sp|P04118|COL_HUMAN",0,0,0,0,0,0.000162934,0.000272035,0
"sp|P04259|K2C6B_HUMAN",0,0,0,0,0,0,0,0
"sp|P04432|KV124_HUMAN",0,0,0,0,0.000396334,0,0,0
"sp|P05120|PAI2_HUMAN",0,0,0,0,0,0,0,0.00014525
"sp|P06280|AGAL_HUMAN",0,0,0,0,0,0,0,0
"sp|P09327|VILI_HUMAN",0,0,0,0,0,0,0,0
"sp|P10153|RNAS2_HUMAN",0,0,0,0,0,0,0,0
"sp|P11532|DMD_HUMAN",0,0,0,0,0,0,0,0
"sp|P13611|CSPG2_HUMAN",0,0,0,0,0,0,0,0
"sp|P13866|SC5A1_HUMAN",0,0,0,0,0,0,0,0
"sp|P17480|UBF1_HUMAN",0,0,0,0,0,0,0,0
"sp|P19338|NUCL_HUMAN",0,0,0,0,0,0,0,0
"sp|P20929|NEBU_HUMAN",0,0,0,0,0,0,0,0
"sp|P22079|PERL_HUMAN",0,0,0,0,0,0,0,0
"sp|P33778|H2B1B_HUMAN",0.000170813,0,0,0,0,0,0.000243325,0
"sp|P50452|SPB8_HUMAN",0,0,0,0,0,"9.93377E-05",0,"5.45525E-05"
"sp|P59923|ZN445_HUMAN",0,0,0,0,0,0,0,0
"sp|P98164|LRP2_HUMAN",0,0,0,0,0,"2.84893E-06",0,0
"sp|Q00610|CLH1_HUMAN",0,0,"1.35149E-05",0,"3.05236E-05",0,0,0
"sp|Q04695|K1C17_HUMAN",0,0,0,0,0,"4.22421E-05","3.52639E-05",0
"sp|Q05682|CALD1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q13224|NMDE2_HUMAN","2.92439E-05",0,0,0,0,0,0,"1.33376E-05"
"sp|Q13268|DHRS2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q13608|PEX6_HUMAN",0,0,0,0,0,0,0,0
"sp|Q13823|NOG2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q15723|ELF2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q53EZ4|CEP55_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5MNZ9|WIPI1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5VST9|OBSCN_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6ZP82|CC141_HUMAN",0,0,0,0,0,0,0,0
"sp|Q7Z794|K2C1B_HUMAN",0,0,0,0,0,0,0,0
"sp|Q86YG4|NT5D4_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IVF4|DYH10_HUMAN",0,0,0,0,0,0,0.00000345,0
"sp|Q8IWV7|UBR1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8N434|SVOPL_HUMAN",0,0.000132288,0,0,0,0,0,0
"sp|Q8N8U3|ZCHC5_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8NB90|SPAT5_HUMAN",0,0,0,0,"2.09361E-05","2.11688E-05",0,0
"sp|Q8NDH6|ICA1L_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8TCU4|ALMS1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8WUM9|S20A1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8WWZ7|ABCA5_HUMAN",0,"1.97458E-05","1.37865E-05",0,"1.56487E-05",0,0,0
"sp|Q8WXR4|MYO3B_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96BW5|PTER_HUMAN",0,0,"6.48638E-05",0,0,"9.24259E-05",0,0
"sp|Q96DA0|ZG16B_HUMAN",0,0,0,0,0,"6.41968E-05",0,0
"sp|Q96RW7|HMCN1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q99828|CIB1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q99996|AKAP9_HUMAN",0,0,"5.7417E-06",0,0,0,0,0
"sp|Q9BXJ3|C1QT4_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9H6S3|ES8L2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9HCM3|K1549_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9NXL2|ARH38_HUMAN",0,0,0,0,"3.27308E-05",0,"3.94581E-05",0
"sp|Q9P0U3|SENP1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9UHF7|TRPS1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9UKX2|MYH2_HUMAN",0.000012297,0,0,0,0,0,0,0
"sp|Q9UQR0|SCML2_HUMAN",0,0,0,0,0,"1.89454E-05",0,0
"tr|A0A068LL62|A0A068LL62_HUMAN",0,0,0,0,0,0.000160201,0,0
"tr|A0A075B6I4|A0A075B6I4_HUMAN",0,0,0,0,0,0,0,0
"tr|A0A075B6K4|A0A075B6K4_HUMAN",0,0,0,0,0,0.000113348,0,0
"tr|A0A087WYJ9|A0A087WYJ9_HUMAN",0,0,0,0,0,0,0,0
"tr|A2N2F4|A2N2F4_HUMAN",0,0,0,0,0,0,0,0
"tr|A2NYV0|A2NYV0_HUMAN",0,0,0,0,0,0,0,0
"tr|B3KW09|B3KW09_HUMAN",0,0,0,0,0,"6.23885E-05",0,0
"tr|B7ZMD7|B7ZMD7_HUMAN",0,0.000127369,0,0,0,0,0,0
"tr|H3BR70|H3BR70_HUMAN",0,0,0,0,0,0,0,0
"tr|J3KSM4|J3KSM4_HUMAN",0,0.000330842,0,0.001207664,0,0,0,0
"tr|Q9H3A7|Q9H3A7_HUMAN",0,0,0,0,0.000295347,0,0.000787042,0
"sp|A3KN83|SBNO1_HUMAN",0,0,0,0,0,0,0,0
"sp|A6NJ16|IV4F8_HUMAN",0,0,0,0,0,0,0,0
"sp|A6QL64|AN36A_HUMAN",0,0,0,0,0,0,0,0
"sp|O00161|SNP23_HUMAN",0,0,0,0,0,0,0,0
"sp|O00562|PITM1_HUMAN",0,0,"4.28231E-05","4.83143E-05",0,0,0,0
"sp|O00623|PEX12_HUMAN",0,0,0,0,0,0,0,0
"sp|O14686|KMT2D_HUMAN",0,0,0,0,0,0,0,0
"sp|O15018|PDZD2_HUMAN",0,0,0,0,0,0,0,0
"sp|O15126|SCAM1_HUMAN",0,0,0,0,0,0,0,0
"sp|O43506|ADA20_HUMAN",0,0,0,0,0.000025752,0,0,0
"sp|O60296|TRAK2_HUMAN",0,0,0,0,0.000048568,0,0,0
"sp|O60610|DIAP1_HUMAN",0,0,0,0,0,0,"2.67853E-05",0
"sp|O60674|JAK2_HUMAN",0,0,0,0,0,0,0,0
"sp|O94889|KLH18_HUMAN",0,0,0,0,0,0,0,"6.90486E-05"
"sp|O94916|NFAT5_HUMAN",0,0,0,0,0,0,0,0
"sp|O95405|ZFYV9_HUMAN",0,0,0,0,0,0,"2.39094E-05",0
"sp|P00338|LDHA_HUMAN",0,0,0,0,0,0,0,0
"sp|P01133|EGF_HUMAN",0,0,0,0,0,0,0,0
"sp|P01595|KV103_HUMAN",0,0,0,0,0,0,0,0
"sp|P01742|HV101_HUMAN",0,0,0,0,0,0,0,0
"sp|P01765|HV304_HUMAN",0,0,0,0,0,0,0,0
"sp|P01773|HV312_HUMAN",0,0,0,0,0,0,0,0
"sp|P01779|HV318_HUMAN",0,0,0,0,0,0,0,0
"sp|P01824|HV206_HUMAN",0,0,0,0,0,0,0,0
"sp|P04440|DPB1_HUMAN",0,0,0,0,0,"5.17555E-05","5.97866E-05",0
"sp|P05981|HEPS_HUMAN",0,0,0,0,0,"3.20214E-05",0,0
"sp|P06331|HV209_HUMAN",0,0,0,0,0,"9.08339E-05",0,0
"sp|P06733|ENOA_HUMAN",0,0,0,0,0,0,0,0
"sp|P07711|CATL1_HUMAN",0,0,0,0,0,0,"9.20688E-05",0
"sp|P08123|CO1A2_HUMAN",0,0,0,"8.66406E-05",0,0,0,0
"sp|P08922|ROS1_HUMAN",0,0,0,0,0,0,"6.49083E-06",0
"sp|P0C7N4|T191B_HUMAN",0,0,0,0,0,0,0,0
"sp|P0C7P4|UCRIL_HUMAN",0,0,0,0,0,"9.40448E-05",0,0
"sp|P11137|MTAP2_HUMAN","1.30306E-05",0,0,0,0,0,0,"1.12336E-05"
"sp|P11217|PYGM_HUMAN",0,0,0,0,0,0,0,0
"sp|P15924|DESP_HUMAN",0,0,0,0,0,0,0,0
"sp|P21549|SPYA_HUMAN",0,0,0,0,0,0,0,0.000104404
"sp|P22033|MUTA_HUMAN",0,0,0,0,0,0,0,0
"sp|P23284|PPIB_HUMAN",0,0,0,0,0,0,0,0
"sp|P23497|SP100_HUMAN",0,0,0,0,0,0,0,0
"sp|P23610|F8I2_HUMAN",0,0,0,0,0,0,0,0
"sp|P25054|APC_HUMAN",0,0,0,"2.71959E-05",0,0,0,0
"sp|P26006|ITA3_HUMAN",0,"3.07627E-05","2.13661E-05",0,0,0,0,0
"sp|P27037|AVR2A_HUMAN","4.64073E-05",0,0,0,0,0,0,0
"sp|P28288|ABCD3_HUMAN",0,0,0,0,"2.85967E-05",0,"2.34066E-05",0
"sp|P30084|ECHM_HUMAN",0,0,0,0,0,0,0,0
"sp|P33527|MRP1_HUMAN",0,0,0,0,0,0,0,0
"sp|P35749|MYH11_HUMAN",0,0,0,0,0,0,0,0
"sp|P36575|ARRC_HUMAN",0,0,0,0,"4.81854E-05","4.87209E-05",0,0
"sp|P41143|OPRD_HUMAN",0,0,0,0,0,0,0,0
"sp|P42345|MTOR_HUMAN",0,0,0,0,0,0,0,0
"sp|P43354|NR4A2_HUMAN",0,0,0,0,0,0,0,0
"sp|P46940|IQGA1_HUMAN",0,0,0,0,0,0,0,0
"sp|P52740|ZN132_HUMAN",0,0,0,0,0,0,0,0
"sp|P59047|NALP5_HUMAN",0,0,0,0,0,0,0,"1.70022E-05"
"sp|P62937|PPIA_HUMAN",0,0,0,0,0,0,0,0
"sp|P63104|1433Z_HUMAN",0,0,0,0,0,0,0,0
"sp|P78312|F193A_HUMAN",0,0,0,0,0,0,0,0
"sp|Q02413|DSG1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q03164|KMT2A_HUMAN",0,0,0,0,0,0,0,0
"sp|Q04828|AK1C1_HUMAN",0,0,"6.95226E-05",0,"7.87364E-05",0,0,0
"sp|Q10713|MPPA_HUMAN",0,0,0,0,0,0,0,0
"sp|Q13308|PTK7_HUMAN",0,0,0,0,0,0,0,0
"sp|Q14643|ITPR1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q14694|UBP10_HUMAN",0,0,"2.81401E-05",0,0,"2.36889E-05",0,0
"sp|Q14CM0|FRPD4_HUMAN",0,0,0,0,0,0,0,"1.54331E-05"
"sp|Q15113|PCOC1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q15303|ERBB4_HUMAN",0,0,0,0,0,0,0,0
"sp|Q15393|SF3B3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q15399|TLR1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q15643|TRIPB_HUMAN",0,0,0,0,0,0,0,0
"sp|Q2WGJ9|FR1L6_HUMAN",0,0,0,0,0,0,0,0
"sp|Q4G0T1|SRCRM_HUMAN",0,0,0,0,0,0,0,0
"sp|Q53H76|PLA1A_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5CZC0|FSIP2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5JSL3|DOC11_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5K4L6|S27A3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5SRN2|CF010_HUMAN",0,0,0,0,0,"2.35555E-05",0,0
"sp|Q5TH69|BIG3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q5VV42|CDKAL_HUMAN",0,0,0,0,0,0,0,0
"sp|Q68CZ1|FTM_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6UB35|C1TM_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6UXN9|WDR82_HUMAN",0,0,0,0,0,"4.26611E-05",0,0
"sp|Q6V0I7|FAT4_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6VY07|PACS1_HUMAN",0,0,0,0,"2.66824E-05",0,0,0
"sp|Q6ZMH5|S39A5_HUMAN",0,0,0,0,0,0,0,0
"sp|Q6ZS30|NBEL1_HUMAN",0,0,0,0,"6.93985E-06",0,0,0
"sp|Q76I76|SSH2_HUMAN",0,0,0,0,0,"9.38365E-06",0,0
"sp|Q7Z5L2|R3HCL_HUMAN",0,0,0,0,0,0,0,0
"sp|Q7Z5L3|C1QL2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q7Z5L9|I2BP2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q86UE6|LRRT1_HUMAN","4.56072E-05",0,0,0,0,0.000034959,0,0
"sp|Q86VF7|NRAP_HUMAN",0,0,0,0,0,0,0,0
"sp|Q86XH1|IQCA1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IWU2|LMTK2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IXH8|CAD26_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IY17|PLPL6_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8IYQ7|THNS1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8N2C7|UNC80_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8N2E2|VWDE_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8NBN7|RDH13_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8NEZ3|WDR19_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8NF91|SYNE1_HUMAN","2.70626E-06",0,0,0,0,0,0,0
"sp|Q8TAK5|GABP2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8TCT1|PHOP1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8TD57|DYH3_HUMAN",0,"7.93564E-06",0,0,0,0,0,0
"sp|Q8WTT2|NOC3L_HUMAN",0,0,"2.80697E-05",0,0,0,0,0
"sp|Q8WV93|LACE1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8WXG9|GPR98_HUMAN",0,0,0,0,0,0,0,0
"sp|Q8WXH0|SYNE2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q92736|RYR2_HUMAN",0,0,"4.55757E-06",0,0,0,0,"3.98489E-06"
"sp|Q92797|SYMPK_HUMAN",0,0,0,0,0,0,0,0
"sp|Q92833|JARD2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q93084|AT2A3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q969Y2|GTPB3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96A08|H2B1A_HUMAN",0,0,0,0,0,0,0.000119953,0
"sp|Q96A32|MLRS_HUMAN",0,0,0,0,0,"7.90114E-05",0,0.000120726
"sp|Q96C11|FGGY_HUMAN",0,0,0,0,0,0,"5.56423E-05",0
"sp|Q96C19|EFHD2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96DT5|DYH11_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96FV3|TSN17_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96IV0|NGLY1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q96KP4|CNDP2_HUMAN",0,0,0,0,0,"2.79195E-05",0,0
"sp|Q99102|MUC4_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9BXM0|PRAX_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9GZR7|DDX24_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9GZY0|NXF2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9H1C7|CYTM1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9H3T2|SEM6C_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9H4G4|GAPR1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9H582|ZN644_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9HBZ2|ARNT2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9HCG7|GBA2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9HCJ2|LRC4C_HUMAN",0,0,0,0,"4.01487E-05",0,"2.41015E-05",0
"sp|Q9NR09|BIRC6_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9NS15|LTBP3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9NVQ4|FAIM1_HUMAN",0,0,0,0,0,"7.45974E-05",0,0.000107437
"sp|Q9NX02|NALP2_HUMAN","2.24751E-05",0,0,0,0,0,0,0
"sp|Q9NYB9|ABI2_HUMAN",0,0,0,0,0,"6.27007E-05",0,0
"sp|Q9P225|DYH2_HUMAN",0,"7.37815E-06",0,0,0,0,"3.44115E-06",0
"sp|Q9P2D7|DYH1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9P2K2|TXD16_HUMAN",0,"3.88656E-05","6.29911E-05",0,0,0,0,0
"sp|Q9UGH3|S23A2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9UIV8|SPB13_HUMAN",0,0,0,0,0,0,0,0.000104671
"sp|Q9UMS6|SYNP2_HUMAN",0,0,0,0,0,"1.21333E-05",0,0
"sp|Q9UPN7|PP6R1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9UPP2|IQEC3_HUMAN",0,0,"4.50693E-05",0,0,"1.12969E-05",0,0
"sp|Q9UPS8|ANR26_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9Y257|KCNK6_HUMAN",0,0,0,0,0,0,0,0
